i: 0, j: 0, char: a, height: 0
i: 0, j: 164, char: a, height: 0
i: 0, j: 165, char: a, height: 0
i: 0, j: 166, char: a, height: 0
i: 1, j: 0, char: a, height: 0
i: 1, j: 1, char: b, height: 1
i: 1, j: 2, char: c, height: 2
i: 1, j: 3, char: c, height: 2
i: 1, j: 4, char: c, height: 2
i: 1, j: 5, char: a, height: 0
i: 1, j: 6, char: a, height: 0
i: 1, j: 7, char: a, height: 0
i: 1, j: 8, char: a, height: 0
i: 1, j: 9, char: a, height: 0
i: 1, j: 10, char: c, height: 2
i: 1, j: 11, char: c, height: 2
i: 1, j: 12, char: c, height: 2
i: 1, j: 13, char: a, height: 0
i: 1, j: 14, char: a, height: 0
i: 1, j: 15, char: a, height: 0
i: 1, j: 16, char: c, height: 2
i: 1, j: 17, char: a, height: 0
i: 1, j: 18, char: a, height: 0
i: 1, j: 19, char: a, height: 0
i: 1, j: 20, char: c, height: 2
i: 1, j: 21, char: c, height: 2
i: 1, j: 22, char: c, height: 2
i: 1, j: 23, char: c, height: 2
i: 1, j: 24, char: c, height: 2
i: 1, j: 25, char: c, height: 2
i: 1, j: 26, char: c, height: 2
i: 1, j: 27, char: c, height: 2
i: 1, j: 28, char: c, height: 2
i: 1, j: 29, char: c, height: 2
i: 1, j: 30, char: c, height: 2
i: 1, j: 31, char: c, height: 2
i: 1, j: 32, char: c, height: 2
i: 1, j: 33, char: c, height: 2
i: 1, j: 34, char: c, height: 2
i: 1, j: 35, char: c, height: 2
i: 1, j: 36, char: c, height: 2
i: 1, j: 37, char: a, height: 0
i: 1, j: 38, char: a, height: 0
i: 1, j: 39, char: c, height: 2
i: 1, j: 40, char: c, height: 2
i: 1, j: 41, char: c, height: 2
i: 1, j: 42, char: c, height: 2
i: 1, j: 43, char: c, height: 2
i: 1, j: 44, char: c, height: 2
i: 1, j: 45, char: a, height: 0
i: 1, j: 46, char: c, height: 2
i: 1, j: 47, char: c, height: 2
i: 1, j: 48, char: c, height: 2
i: 1, j: 49, char: a, height: 0
i: 1, j: 50, char: a, height: 0
i: 1, j: 51, char: c, height: 2
i: 1, j: 52, char: c, height: 2
i: 1, j: 53, char: c, height: 2
i: 1, j: 54, char: c, height: 2
i: 1, j: 55, char: c, height: 2
i: 1, j: 56, char: c, height: 2
i: 1, j: 57, char: c, height: 2
i: 1, j: 58, char: c, height: 2
i: 1, j: 59, char: c, height: 2
i: 1, j: 60, char: c, height: 2
i: 1, j: 61, char: c, height: 2
i: 1, j: 62, char: a, height: 0
i: 1, j: 63, char: a, height: 0
i: 1, j: 64, char: c, height: 2
i: 1, j: 65, char: c, height: 2
i: 1, j: 66, char: c, height: 2
i: 1, j: 67, char: c, height: 2
i: 1, j: 68, char: c, height: 2
i: 1, j: 69, char: a, height: 0
i: 1, j: 70, char: a, height: 0
i: 1, j: 71, char: a, height: 0
i: 1, j: 72, char: a, height: 0
i: 1, j: 73, char: a, height: 0
i: 1, j: 74, char: a, height: 0
i: 1, j: 75, char: a, height: 0
i: 1, j: 76, char: a, height: 0
i: 1, j: 77, char: a, height: 0
i: 1, j: 78, char: a, height: 0
i: 1, j: 79, char: a, height: 0
i: 1, j: 80, char: c, height: 2
i: 1, j: 81, char: c, height: 2
i: 1, j: 82, char: a, height: 0
i: 1, j: 83, char: a, height: 0
i: 1, j: 84, char: a, height: 0
i: 1, j: 85, char: a, height: 0
i: 1, j: 86, char: a, height: 0
i: 1, j: 87, char: a, height: 0
i: 1, j: 88, char: c, height: 2
i: 1, j: 89, char: c, height: 2
i: 1, j: 90, char: c, height: 2
i: 1, j: 91, char: c, height: 2
i: 1, j: 92, char: c, height: 2
i: 1, j: 93, char: c, height: 2
i: 1, j: 94, char: c, height: 2
i: 1, j: 95, char: c, height: 2
i: 1, j: 96, char: c, height: 2
i: 1, j: 97, char: c, height: 2
i: 1, j: 98, char: c, height: 2
i: 1, j: 99, char: c, height: 2
i: 1, j: 100, char: c, height: 2
i: 1, j: 101, char: c, height: 2
i: 1, j: 102, char: c, height: 2
i: 1, j: 103, char: c, height: 2
i: 1, j: 104, char: c, height: 2
i: 1, j: 105, char: c, height: 2
i: 1, j: 106, char: c, height: 2
i: 1, j: 107, char: c, height: 2
i: 1, j: 108, char: c, height: 2
i: 1, j: 109, char: c, height: 2
i: 1, j: 110, char: c, height: 2
i: 1, j: 111, char: c, height: 2
i: 1, j: 112, char: c, height: 2
i: 1, j: 113, char: c, height: 2
i: 1, j: 114, char: c, height: 2
i: 1, j: 115, char: c, height: 2
i: 1, j: 116, char: c, height: 2
i: 1, j: 117, char: c, height: 2
i: 1, j: 118, char: c, height: 2
i: 1, j: 119, char: c, height: 2
i: 1, j: 120, char: c, height: 2
i: 1, j: 121, char: c, height: 2
i: 1, j: 122, char: a, height: 0
i: 1, j: 123, char: a, height: 0
i: 1, j: 124, char: a, height: 0
i: 1, j: 125, char: a, height: 0
i: 1, j: 126, char: a, height: 0
i: 1, j: 127, char: c, height: 2
i: 1, j: 128, char: c, height: 2
i: 1, j: 129, char: c, height: 2
i: 1, j: 130, char: c, height: 2
i: 1, j: 131, char: c, height: 2
i: 1, j: 132, char: c, height: 2
i: 1, j: 133, char: c, height: 2
i: 1, j: 134, char: c, height: 2
i: 1, j: 135, char: c, height: 2
i: 1, j: 136, char: c, height: 2
i: 1, j: 137, char: c, height: 2
i: 1, j: 138, char: c, height: 2
i: 1, j: 139, char: c, height: 2
i: 1, j: 140, char: c, height: 2
i: 1, j: 141, char: c, height: 2
i: 1, j: 142, char: c, height: 2
i: 1, j: 143, char: c, height: 2
i: 1, j: 144, char: c, height: 2
i: 1, j: 145, char: c, height: 2
i: 1, j: 146, char: c, height: 2
i: 1, j: 147, char: c, height: 2
i: 1, j: 148, char: c, height: 2
i: 1, j: 149, char: c, height: 2
i: 1, j: 150, char: c, height: 2
i: 1, j: 151, char: c, height: 2
i: 1, j: 152, char: c, height: 2
i: 1, j: 153, char: c, height: 2
i: 1, j: 154, char: c, height: 2
i: 1, j: 155, char: c, height: 2
i: 1, j: 156, char: c, height: 2
i: 1, j: 157, char: c, height: 2
i: 1, j: 158, char: c, height: 2
i: 1, j: 159, char: c, height: 2
i: 1, j: 160, char: c, height: 2
i: 1, j: 161, char: a, height: 0
i: 1, j: 162, char: a, height: 0
i: 1, j: 163, char: a, height: 0
i: 1, j: 164, char: a, height: 0
i: 1, j: 165, char: a, height: 0
i: 1, j: 166, char: a, height: 0
i: 2, j: 0, char: a, height: 0
i: 2, j: 1, char: b, height: 1
i: 2, j: 2, char: c, height: 2
i: 2, j: 3, char: c, height: 2
i: 2, j: 4, char: c, height: 2
i: 2, j: 5, char: c, height: 2
i: 2, j: 6, char: a, height: 0
i: 2, j: 7, char: a, height: 0
i: 2, j: 8, char: a, height: 0
i: 2, j: 9, char: a, height: 0
i: 2, j: 10, char: a, height: 0
i: 2, j: 11, char: c, height: 2
i: 2, j: 12, char: c, height: 2
i: 2, j: 13, char: a, height: 0
i: 2, j: 14, char: a, height: 0
i: 2, j: 15, char: a, height: 0
i: 2, j: 16, char: a, height: 0
i: 2, j: 17, char: a, height: 0
i: 2, j: 18, char: a, height: 0
i: 2, j: 19, char: a, height: 0
i: 2, j: 20, char: c, height: 2
i: 2, j: 21, char: c, height: 2
i: 2, j: 22, char: c, height: 2
i: 2, j: 23, char: c, height: 2
i: 2, j: 24, char: c, height: 2
i: 2, j: 25, char: c, height: 2
i: 2, j: 26, char: c, height: 2
i: 2, j: 27, char: c, height: 2
i: 2, j: 28, char: c, height: 2
i: 2, j: 29, char: c, height: 2
i: 2, j: 30, char: c, height: 2
i: 2, j: 31, char: c, height: 2
i: 2, j: 32, char: c, height: 2
i: 2, j: 33, char: c, height: 2
i: 2, j: 34, char: a, height: 0
i: 2, j: 35, char: a, height: 0
i: 2, j: 36, char: a, height: 0
i: 2, j: 37, char: a, height: 0
i: 2, j: 38, char: c, height: 2
i: 2, j: 39, char: c, height: 2
i: 2, j: 40, char: c, height: 2
i: 2, j: 41, char: c, height: 2
i: 2, j: 42, char: c, height: 2
i: 2, j: 43, char: c, height: 2
i: 2, j: 44, char: c, height: 2
i: 2, j: 45, char: a, height: 0
i: 2, j: 46, char: a, height: 0
i: 2, j: 47, char: c, height: 2
i: 2, j: 48, char: a, height: 0
i: 2, j: 49, char: a, height: 0
i: 2, j: 50, char: a, height: 0
i: 2, j: 51, char: c, height: 2
i: 2, j: 52, char: c, height: 2
i: 2, j: 53, char: c, height: 2
i: 2, j: 54, char: c, height: 2
i: 2, j: 55, char: c, height: 2
i: 2, j: 56, char: c, height: 2
i: 2, j: 57, char: c, height: 2
i: 2, j: 58, char: c, height: 2
i: 2, j: 59, char: c, height: 2
i: 2, j: 60, char: a, height: 0
i: 2, j: 61, char: a, height: 0
i: 2, j: 62, char: a, height: 0
i: 2, j: 63, char: a, height: 0
i: 2, j: 64, char: a, height: 0
i: 2, j: 65, char: a, height: 0
i: 2, j: 66, char: c, height: 2
i: 2, j: 67, char: c, height: 2
i: 2, j: 68, char: c, height: 2
i: 2, j: 69, char: a, height: 0
i: 2, j: 70, char: a, height: 0
i: 2, j: 71, char: a, height: 0
i: 2, j: 72, char: a, height: 0
i: 2, j: 73, char: a, height: 0
i: 2, j: 74, char: a, height: 0
i: 2, j: 75, char: a, height: 0
i: 2, j: 76, char: a, height: 0
i: 2, j: 77, char: a, height: 0
i: 2, j: 78, char: a, height: 0
i: 2, j: 79, char: a, height: 0
i: 2, j: 80, char: c, height: 2
i: 2, j: 81, char: c, height: 2
i: 2, j: 82, char: a, height: 0
i: 2, j: 83, char: a, height: 0
i: 2, j: 84, char: a, height: 0
i: 2, j: 85, char: a, height: 0
i: 2, j: 86, char: a, height: 0
i: 2, j: 87, char: a, height: 0
i: 2, j: 88, char: c, height: 2
i: 2, j: 89, char: c, height: 2
i: 2, j: 90, char: c, height: 2
i: 2, j: 91, char: c, height: 2
i: 2, j: 92, char: c, height: 2
i: 2, j: 93, char: c, height: 2
i: 2, j: 94, char: c, height: 2
i: 2, j: 95, char: c, height: 2
i: 2, j: 96, char: c, height: 2
i: 2, j: 97, char: c, height: 2
i: 2, j: 98, char: c, height: 2
i: 2, j: 99, char: c, height: 2
i: 2, j: 100, char: c, height: 2
i: 2, j: 101, char: c, height: 2
i: 2, j: 102, char: c, height: 2
i: 2, j: 103, char: c, height: 2
i: 2, j: 104, char: c, height: 2
i: 2, j: 105, char: c, height: 2
i: 2, j: 106, char: c, height: 2
i: 2, j: 107, char: c, height: 2
i: 2, j: 108, char: c, height: 2
i: 2, j: 109, char: c, height: 2
i: 2, j: 110, char: c, height: 2
i: 2, j: 111, char: c, height: 2
i: 2, j: 112, char: c, height: 2
i: 2, j: 113, char: c, height: 2
i: 2, j: 114, char: c, height: 2
i: 2, j: 115, char: c, height: 2
i: 2, j: 116, char: c, height: 2
i: 2, j: 117, char: c, height: 2
i: 2, j: 118, char: c, height: 2
i: 2, j: 119, char: c, height: 2
i: 2, j: 120, char: c, height: 2
i: 2, j: 121, char: c, height: 2
i: 2, j: 122, char: c, height: 2
i: 2, j: 123, char: a, height: 0
i: 2, j: 124, char: a, height: 0
i: 2, j: 125, char: a, height: 0
i: 2, j: 126, char: a, height: 0
i: 2, j: 127, char: a, height: 0
i: 2, j: 128, char: c, height: 2
i: 2, j: 129, char: c, height: 2
i: 2, j: 130, char: c, height: 2
i: 2, j: 131, char: c, height: 2
i: 2, j: 132, char: c, height: 2
i: 2, j: 133, char: c, height: 2
i: 2, j: 134, char: c, height: 2
i: 2, j: 135, char: c, height: 2
i: 2, j: 136, char: c, height: 2
i: 2, j: 137, char: c, height: 2
i: 2, j: 138, char: c, height: 2
i: 2, j: 139, char: c, height: 2
i: 2, j: 140, char: c, height: 2
i: 2, j: 141, char: c, height: 2
i: 2, j: 142, char: a, height: 0
i: 2, j: 143, char: a, height: 0
i: 2, j: 144, char: a, height: 0
i: 2, j: 145, char: c, height: 2
i: 2, j: 146, char: c, height: 2
i: 2, j: 147, char: c, height: 2
i: 2, j: 148, char: c, height: 2
i: 2, j: 149, char: c, height: 2
i: 2, j: 150, char: c, height: 2
i: 2, j: 151, char: c, height: 2
i: 2, j: 152, char: c, height: 2
i: 2, j: 153, char: c, height: 2
i: 2, j: 154, char: c, height: 2
i: 2, j: 155, char: c, height: 2
i: 2, j: 156, char: c, height: 2
i: 2, j: 157, char: c, height: 2
i: 2, j: 158, char: c, height: 2
i: 2, j: 159, char: c, height: 2
i: 2, j: 160, char: c, height: 2
i: 2, j: 161, char: c, height: 2
i: 2, j: 162, char: a, height: 0
i: 2, j: 163, char: a, height: 0
i: 2, j: 164, char: a, height: 0
i: 2, j: 165, char: a, height: 0
i: 2, j: 166, char: a, height: 0
i: 3, j: 0, char: a, height: 0
i: 3, j: 1, char: b, height: 1
i: 3, j: 2, char: c, height: 2
i: 3, j: 3, char: c, height: 2
i: 3, j: 4, char: c, height: 2
i: 3, j: 5, char: c, height: 2
i: 3, j: 6, char: a, height: 0
i: 3, j: 7, char: a, height: 0
i: 3, j: 8, char: c, height: 2
i: 3, j: 9, char: c, height: 2
i: 3, j: 10, char: c, height: 2
i: 3, j: 11, char: c, height: 2
i: 3, j: 12, char: c, height: 2
i: 3, j: 13, char: a, height: 0
i: 3, j: 14, char: a, height: 0
i: 3, j: 15, char: a, height: 0
i: 3, j: 16, char: a, height: 0
i: 3, j: 17, char: a, height: 0
i: 3, j: 18, char: a, height: 0
i: 3, j: 19, char: c, height: 2
i: 3, j: 20, char: c, height: 2
i: 3, j: 21, char: c, height: 2
i: 3, j: 22, char: c, height: 2
i: 3, j: 23, char: c, height: 2
i: 3, j: 24, char: c, height: 2
i: 3, j: 25, char: c, height: 2
i: 3, j: 26, char: c, height: 2
i: 3, j: 27, char: c, height: 2
i: 3, j: 28, char: c, height: 2
i: 3, j: 29, char: c, height: 2
i: 3, j: 30, char: c, height: 2
i: 3, j: 31, char: c, height: 2
i: 3, j: 32, char: c, height: 2
i: 3, j: 33, char: c, height: 2
i: 3, j: 34, char: a, height: 0
i: 3, j: 35, char: a, height: 0
i: 3, j: 36, char: a, height: 0
i: 3, j: 37, char: a, height: 0
i: 3, j: 38, char: a, height: 0
i: 3, j: 39, char: a, height: 0
i: 3, j: 40, char: c, height: 2
i: 3, j: 41, char: c, height: 2
i: 3, j: 42, char: c, height: 2
i: 3, j: 43, char: c, height: 2
i: 3, j: 44, char: c, height: 2
i: 3, j: 45, char: a, height: 0
i: 3, j: 46, char: a, height: 0
i: 3, j: 47, char: a, height: 0
i: 3, j: 48, char: a, height: 0
i: 3, j: 49, char: a, height: 0
i: 3, j: 50, char: c, height: 2
i: 3, j: 51, char: c, height: 2
i: 3, j: 52, char: c, height: 2
i: 3, j: 53, char: c, height: 2
i: 3, j: 54, char: c, height: 2
i: 3, j: 55, char: c, height: 2
i: 3, j: 56, char: c, height: 2
i: 3, j: 57, char: c, height: 2
i: 3, j: 58, char: c, height: 2
i: 3, j: 59, char: c, height: 2
i: 3, j: 60, char: a, height: 0
i: 3, j: 61, char: a, height: 0
i: 3, j: 62, char: a, height: 0
i: 3, j: 63, char: a, height: 0
i: 3, j: 64, char: a, height: 0
i: 3, j: 65, char: a, height: 0
i: 3, j: 66, char: c, height: 2
i: 3, j: 67, char: a, height: 0
i: 3, j: 68, char: a, height: 0
i: 3, j: 69, char: a, height: 0
i: 3, j: 70, char: a, height: 0
i: 3, j: 71, char: a, height: 0
i: 3, j: 72, char: a, height: 0
i: 3, j: 73, char: a, height: 0
i: 3, j: 74, char: a, height: 0
i: 3, j: 75, char: a, height: 0
i: 3, j: 76, char: a, height: 0
i: 3, j: 77, char: a, height: 0
i: 3, j: 78, char: a, height: 0
i: 3, j: 79, char: a, height: 0
i: 3, j: 80, char: c, height: 2
i: 3, j: 81, char: c, height: 2
i: 3, j: 82, char: a, height: 0
i: 3, j: 83, char: a, height: 0
i: 3, j: 84, char: a, height: 0
i: 3, j: 85, char: a, height: 0
i: 3, j: 86, char: a, height: 0
i: 3, j: 87, char: a, height: 0
i: 3, j: 88, char: c, height: 2
i: 3, j: 89, char: c, height: 2
i: 3, j: 90, char: c, height: 2
i: 3, j: 91, char: c, height: 2
i: 3, j: 92, char: c, height: 2
i: 3, j: 93, char: c, height: 2
i: 3, j: 94, char: c, height: 2
i: 3, j: 95, char: c, height: 2
i: 3, j: 96, char: c, height: 2
i: 3, j: 97, char: c, height: 2
i: 3, j: 98, char: c, height: 2
i: 3, j: 99, char: c, height: 2
i: 3, j: 100, char: c, height: 2
i: 3, j: 101, char: c, height: 2
i: 3, j: 102, char: c, height: 2
i: 3, j: 103, char: c, height: 2
i: 3, j: 104, char: c, height: 2
i: 3, j: 105, char: c, height: 2
i: 3, j: 106, char: c, height: 2
i: 3, j: 107, char: c, height: 2
i: 3, j: 108, char: c, height: 2
i: 3, j: 109, char: c, height: 2
i: 3, j: 110, char: c, height: 2
i: 3, j: 111, char: c, height: 2
i: 3, j: 112, char: c, height: 2
i: 3, j: 113, char: c, height: 2
i: 3, j: 114, char: c, height: 2
i: 3, j: 115, char: c, height: 2
i: 3, j: 116, char: c, height: 2
i: 3, j: 117, char: c, height: 2
i: 3, j: 118, char: c, height: 2
i: 3, j: 119, char: c, height: 2
i: 3, j: 120, char: c, height: 2
i: 3, j: 121, char: c, height: 2
i: 3, j: 122, char: c, height: 2
i: 3, j: 123, char: a, height: 0
i: 3, j: 124, char: a, height: 0
i: 3, j: 125, char: c, height: 2
i: 3, j: 126, char: a, height: 0
i: 3, j: 127, char: a, height: 0
i: 3, j: 128, char: c, height: 2
i: 3, j: 129, char: c, height: 2
i: 3, j: 130, char: c, height: 2
i: 3, j: 131, char: c, height: 2
i: 3, j: 132, char: c, height: 2
i: 3, j: 133, char: c, height: 2
i: 3, j: 134, char: c, height: 2
i: 3, j: 135, char: c, height: 2
i: 3, j: 136, char: c, height: 2
i: 3, j: 137, char: c, height: 2
i: 3, j: 138, char: c, height: 2
i: 3, j: 139, char: c, height: 2
i: 3, j: 140, char: c, height: 2
i: 3, j: 141, char: c, height: 2
i: 3, j: 142, char: a, height: 0
i: 3, j: 143, char: a, height: 0
i: 3, j: 144, char: a, height: 0
i: 3, j: 145, char: a, height: 0
i: 3, j: 146, char: c, height: 2
i: 3, j: 147, char: c, height: 2
i: 3, j: 148, char: c, height: 2
i: 3, j: 149, char: c, height: 2
i: 3, j: 150, char: c, height: 2
i: 3, j: 151, char: c, height: 2
i: 3, j: 152, char: c, height: 2
i: 3, j: 153, char: c, height: 2
i: 3, j: 154, char: c, height: 2
i: 3, j: 155, char: c, height: 2
i: 3, j: 156, char: c, height: 2
i: 3, j: 157, char: c, height: 2
i: 3, j: 158, char: c, height: 2
i: 3, j: 159, char: c, height: 2
i: 3, j: 160, char: c, height: 2
i: 3, j: 161, char: c, height: 2
i: 3, j: 162, char: c, height: 2
i: 3, j: 163, char: c, height: 2
i: 3, j: 164, char: a, height: 0
i: 3, j: 165, char: a, height: 0
i: 3, j: 166, char: a, height: 0
i: 4, j: 0, char: a, height: 0
i: 4, j: 1, char: b, height: 1
i: 4, j: 2, char: c, height: 2
i: 4, j: 3, char: c, height: 2
i: 4, j: 4, char: c, height: 2
i: 4, j: 5, char: c, height: 2
i: 4, j: 6, char: c, height: 2
i: 4, j: 7, char: c, height: 2
i: 4, j: 8, char: c, height: 2
i: 4, j: 9, char: c, height: 2
i: 4, j: 10, char: c, height: 2
i: 4, j: 11, char: c, height: 2
i: 4, j: 12, char: a, height: 0
i: 4, j: 13, char: a, height: 0
i: 4, j: 14, char: a, height: 0
i: 4, j: 15, char: a, height: 0
i: 4, j: 16, char: a, height: 0
i: 4, j: 17, char: a, height: 0
i: 4, j: 18, char: a, height: 0
i: 4, j: 19, char: a, height: 0
i: 4, j: 20, char: c, height: 2
i: 4, j: 21, char: c, height: 2
i: 4, j: 22, char: c, height: 2
i: 4, j: 23, char: c, height: 2
i: 4, j: 24, char: c, height: 2
i: 4, j: 25, char: c, height: 2
i: 4, j: 26, char: c, height: 2
i: 4, j: 27, char: c, height: 2
i: 4, j: 28, char: c, height: 2
i: 4, j: 29, char: c, height: 2
i: 4, j: 30, char: c, height: 2
i: 4, j: 31, char: a, height: 0
i: 4, j: 32, char: a, height: 0
i: 4, j: 33, char: c, height: 2
i: 4, j: 34, char: c, height: 2
i: 4, j: 35, char: a, height: 0
i: 4, j: 36, char: a, height: 0
i: 4, j: 37, char: a, height: 0
i: 4, j: 38, char: a, height: 0
i: 4, j: 39, char: a, height: 0
i: 4, j: 40, char: c, height: 2
i: 4, j: 41, char: c, height: 2
i: 4, j: 42, char: c, height: 2
i: 4, j: 43, char: c, height: 2
i: 4, j: 44, char: c, height: 2
i: 4, j: 45, char: c, height: 2
i: 4, j: 46, char: a, height: 0
i: 4, j: 47, char: a, height: 0
i: 4, j: 48, char: a, height: 0
i: 4, j: 49, char: a, height: 0
i: 4, j: 50, char: a, height: 0
i: 4, j: 51, char: a, height: 0
i: 4, j: 52, char: c, height: 2
i: 4, j: 53, char: c, height: 2
i: 4, j: 54, char: c, height: 2
i: 4, j: 55, char: c, height: 2
i: 4, j: 56, char: c, height: 2
i: 4, j: 57, char: c, height: 2
i: 4, j: 58, char: c, height: 2
i: 4, j: 59, char: c, height: 2
i: 4, j: 60, char: c, height: 2
i: 4, j: 61, char: a, height: 0
i: 4, j: 62, char: a, height: 0
i: 4, j: 63, char: a, height: 0
i: 4, j: 64, char: a, height: 0
i: 4, j: 65, char: a, height: 0
i: 4, j: 66, char: c, height: 2
